Date,Price,Type,RMSE
2015-03-20,139.72312283309589,Actual,
2015-03-23,139.41391045724467,Actual,
2015-03-24,139.74517388864825,Actual,
2015-03-25,140.7207190157706,Actual,
2015-03-26,140.2415447779253,Actual,
2015-03-27,140.0558858012615,Actual,
2015-03-30,138.94955082725548,Actual,
2015-03-31,137.7533442031748,Actual,
2015-04-01,138.56587002556898,Actual,
2015-04-02,139.9221100541398,Actual,
2015-04-03,139.8500999325595,Actual,
2015-04-06,140.85363283045152,Actual,
2015-04-07,141.21526885549915,Actual,
2015-04-08,140.570149100894,Actual,
2015-04-09,140.93154470640243,Actual,
2015-04-10,142.4695812728684,Actual,
2015-04-13,142.43375523375846,Actual,
2015-04-14,143.99839888957246,Actual,
2015-04-15,141.3786537854827,Actual,
2015-04-16,142.20055628985793,Actual,
2015-04-17,142.2876033580961,Actual,
2015-04-20,141.98859600763024,Actual,
2015-04-21,142.08035678416573,Actual,
2015-04-22,140.09278786956486,Actual,
2015-04-23,139.87311598172732,Actual,
2015-04-24,140.23022855323907,Actual,
2015-04-27,141.7081225979806,Actual,
2015-04-28,141.18985237970696,Actual,
2015-04-29,140.38135877681376,Actual,
2015-04-30,139.87960173322924,Actual,
2015-05-01,140.7950038509313,Actual,
2015-05-04,141.123754960591,Actual,
2015-05-05,140.59399475682395,Actual,
2015-05-06,141.1072621899373,Actual,
2015-05-07,141.20433973928533,Actual,
2015-05-08,142.17298472981824,Actual,
2015-05-11,141.47093163594087,Actual,
2015-05-12,141.1432694893431,Actual,
2015-05-13,140.75116133621094,Actual,
2015-05-14,139.28764638807883,Actual,
2015-05-15,139.5837666651434,Actual,
2015-05-18,139.8448219373233,Actual,
2015-05-19,139.84993539396575,Actual,
2015-05-20,139.61534826059062,Actual,
2015-05-21,138.1999775185402,Actual,
2015-05-22,137.77933219577483,Actual,
2015-05-25,137.43661767924806,Actual,
2015-05-26,136.63434041002645,Actual,
2015-05-27,136.47305469836044,Actual,
2015-05-28,136.87710555517498,Actual,
2015-05-29,138.7632914563855,Actual,
2015-06-01,138.93786926921734,Actual,
2015-06-02,139.19541965994011,Actual,
2015-06-03,139.12097374417394,Actual,
2015-06-04,137.2022025288749,Actual,
2015-06-05,137.17568865342568,Actual,
2015-06-08,137.23591886336672,Actual,
2015-06-09,139.699160975852,Actual,
2015-06-10,139.50680001107088,Actual,
2015-06-11,139.80834735340449,Actual,
2015-06-12,139.77363558369925,Actual,
2015-06-15,138.6049575460797,Actual,
2015-06-16,139.74778036059473,Actual,
2015-06-17,140.4997133932815,Actual,
2015-06-18,141.29074534032455,Actual,
2015-06-19,140.3813578855298,Actual,
2015-06-22,141.78415219646593,Actual,
2015-06-23,140.38230113367362,Actual,
2015-06-24,140.9691582274739,Actual,
2015-06-25,143.15961385328387,Actual,
2015-06-26,142.1690775281532,Actual,
2015-06-29,141.60277979855042,Actual,
2015-06-30,141.70243116363807,Actual,
2015-07-01,141.19895550952185,Actual,
2015-07-02,139.64829207845574,Actual,
2015-07-03,139.71685505326175,Actual,
2015-07-06,138.65455133953566,Actual,
2015-07-07,139.12814377017082,Actual,
2015-07-08,138.20871953593704,Actual,
2015-07-09,139.75865394095456,Actual,
2015-07-10,138.97540064861835,Actual,
2015-07-13,138.65333913241267,Actual,
2015-07-14,139.46685634978232,Actual,
2015-07-15,138.23599203334837,Actual,
2015-07-16,138.4634519679525,Actual,
2015-07-17,139.77059472223493,Actual,
2015-07-20,138.1631114876737,Actual,
2015-07-21,138.347745346206,Actual,
2015-07-22,138.60762814045444,Actual,
2015-07-23,139.38945101223175,Actual,
2015-07-24,138.15250030135365,Actual,
2015-07-27,136.83204368826938,Actual,
2015-07-28,137.35398525388626,Actual,
2015-07-29,137.65096992711946,Actual,
2015-07-30,137.90146277746535,Actual,
2015-07-31,138.24791098696232,Actual,
2015-08-03,137.56788626538383,Actual,
2015-08-04,137.80013996254482,Actual,
2015-08-05,138.0932124358435,Actual,
2015-08-06,137.37886101781714,Actual,
2015-08-07,139.2446355289619,Actual,
2015-08-10,139.71846844987368,Actual,
2015-08-11,138.52716495267103,Actual,
2015-08-12,139.18371856130486,Actual,
2015-08-13,138.20903689107755,Actual,
2015-08-14,138.99612149482,Actual,
2015-08-17,140.1547170738274,Actual,
2015-08-18,139.3340347554757,Actual,
2015-08-19,140.29741088472002,Actual,
2015-08-20,140.7101918116565,Actual,
2015-08-21,141.532251971651,Actual,
2015-08-24,143.42904495430494,Actual,
2015-08-25,143.18365683830208,Actual,
2015-08-26,142.4299206739446,Actual,
2015-08-27,141.54040624431906,Actual,
2015-08-28,140.72459595935362,Actual,
2015-08-31,140.6474942499395,Actual,
2015-09-01,140.98864622475617,Actual,
2015-09-02,141.2653370240862,Actual,
2015-09-03,142.0925202731222,Actual,
2015-09-04,142.1055221650001,Actual,
2015-09-07,143.55905624215742,Actual,
2015-09-08,143.29439940891947,Actual,
2015-09-09,146.0145685755091,Actual,
2015-09-10,146.6402359232741,Actual,
2015-09-11,145.7830783668578,Actual,
2015-09-14,144.7121858687967,Actual,
2015-09-15,145.1946582840399,Actual,
2015-09-16,144.97119549871405,Actual,
2015-09-17,145.68519599280614,Actual,
2015-09-18,146.15843361737967,Actual,
2015-09-21,146.0856047047228,Actual,
2015-09-22,145.2388109866544,Actual,
2015-09-23,143.72396376196855,Actual,
2015-09-24,143.2774488099015,Actual,
2015-09-25,144.133847604225,Actual,
2015-09-28,144.3479413483552,Actual,
2015-09-29,143.1022025696432,Actual,
2015-09-30,143.2753834954944,Actual,
2015-10-01,143.66070087522323,Actual,
2015-10-02,142.7768434390221,Actual,
2015-10-05,142.93056854496763,Actual,
2015-10-06,142.98877726341362,Actual,
2015-10-07,141.845806965583,Actual,
2015-10-08,142.20359432593128,Actual,
2015-10-09,142.7643788522995,Actual,
2015-10-12,143.84743009547478,Actual,
2015-10-13,144.9012321475097,Actual,
2015-10-14,143.5235627795526,Actual,
2015-10-15,142.58573773963747,Actual,
2015-10-16,143.10077300684614,Actual,
2015-10-19,143.61455895775833,Actual,
2015-10-20,144.12960664406438,Actual,
2015-10-21,147.9823381347191,Actual,
2015-10-22,148.55322864541228,Actual,
2015-10-23,149.68879428559288,Actual,
2015-10-26,150.6427960490861,Actual,
2015-10-27,151.29418730039188,Actual,
2015-10-28,150.97891805575154,Actual,
2015-10-29,151.7378872762448,Actual,
2015-10-30,150.96506206170724,Actual,
2015-11-02,150.7282434549672,Actual,
2015-11-03,150.2428799071381,Actual,
2015-11-04,150.32475404652445,Actual,
2015-11-05,152.63941261319795,Actual,
2015-11-06,150.7721474206062,Actual,
2015-11-09,151.45840761098071,Actual,
2015-11-10,149.84569173979105,Actual,
2015-11-11,149.37375987400162,Actual,
2015-11-12,150.462710470969,Actual,
2015-11-13,150.52699049006446,Actual,
2015-11-16,149.44924571213514,Actual,
2015-11-17,148.73394200287518,Actual,
2015-11-18,149.41353975180985,Actual,
2015-11-19,148.68317312009273,Actual,
2015-11-20,148.8996317096747,Actual,
2015-11-23,148.9452035495785,Actual,
2015-11-24,148.2936032019727,Actual,
2015-11-25,150.43754729129802,Actual,
2015-11-26,151.07146631361604,Actual,
2015-11-27,149.04632372695843,Actual,
2015-11-30,149.23277804172784,Actual,
2015-12-01,148.57099157695947,Actual,
2015-12-02,149.4234249117557,Actual,
2015-12-03,148.630904173323,Actual,
2015-12-04,148.5161677318561,Actual,
2015-12-07,149.02115501083654,Actual,
2015-12-08,149.88691020500667,Actual,
2015-12-09,148.68661379795088,Actual,
2015-12-10,148.35211256210994,Actual,
2015-12-11,147.877167250949,Actual,
2015-12-14,147.22383801837526,Actual,
2015-12-15,148.98929225865638,Actual,
2015-12-16,149.39427396961733,Actual,
2015-12-17,148.1333900152823,Actual,
2015-12-18,149.05125196233706,Actual,
2015-12-21,151.1734081593497,Actual,
2015-12-22,152.20587341990083,Actual,
2015-12-23,150.6865034539468,Actual,
2015-12-24,150.20226938108058,Actual,
2015-12-25,151.46918053026718,Actual,
2015-12-28,150.7615110646484,Actual,
2015-12-29,151.20533049279464,Actual,
2015-12-30,151.97996454622398,Actual,
2015-12-31,151.0530340746459,Actual,
2016-01-01,150.9935087185841,Actual,
2016-01-04,147.75224137851504,Actual,
2016-01-05,146.72785373718074,Actual,
2016-01-06,146.47528558578756,Actual,
2016-01-07,145.2275024038227,Actual,
2016-01-08,146.85991370775437,Actual,
2016-01-11,145.42977232979374,Actual,
2016-01-12,144.98972784309674,Actual,
2016-01-13,145.12046842038285,Actual,
2016-01-14,146.56174170944894,Actual,
2016-01-15,145.1258795582695,Actual,
2016-01-18,146.28904331042446,Actual,
2016-01-19,146.29927637144405,Actual,
2016-01-20,145.31776772039612,Actual,
2016-01-21,145.77987119465936,Actual,
2016-01-22,145.97893089023285,Actual,
2016-01-25,145.37871401307405,Actual,
2016-01-26,145.44851609806406,Actual,
2016-01-27,145.0632025012023,Actual,
2016-01-28,145.17671984645355,Actual,
2016-01-29,145.8388505209746,Actual,
2016-02-01,147.42486733711996,Actual,
2016-02-02,146.18705183829312,Actual,
2016-02-03,148.32008521294938,Actual,
2016-02-04,146.36799741342688,Actual,
2016-02-05,146.21621231839129,Actual,
2016-02-08,146.80452952487587,Actual,
2016-02-09,147.0855213926109,Actual,
2016-02-10,146.4628218727903,Actual,
2016-02-11,146.25469962243304,Actual,
2016-02-12,145.76169868777419,Actual,
2016-02-15,145.17233393082998,Actual,
2016-02-16,146.021936027851,Actual,
2016-02-17,146.37895151381605,Actual,
2016-02-18,145.68604191855542,Actual,
2016-02-19,146.58564179398866,Actual,
2016-02-22,146.89294131486525,Actual,
2016-02-23,147.70580343370423,Actual,
2016-02-24,148.33543227562782,Actual,
2016-02-25,147.50643726470577,Actual,
2016-02-26,146.9462562245088,Actual,
2016-02-29,147.69354982963205,Actual,
2016-03-01,148.3039200950655,Actual,
2016-03-02,148.28301850110137,Actual,
2016-03-03,148.40034588441014,Actual,
2016-03-04,149.67801078019858,Actual,
2016-03-07,149.08643939136275,Actual,
2016-03-08,149.63353677253278,Actual,
2016-03-09,149.43134412009888,Actual,
2016-03-10,149.21366291687167,Actual,
2016-03-11,150.31243976885887,Actual,
2016-03-14,151.1378561178469,Actual,
2016-03-15,151.95136575384754,Actual,
2016-03-16,153.25684456100186,Actual,
2016-03-17,153.27784840263462,Actual,
2016-03-18,153.9598013739296,Actual,
2016-03-21,153.64953461733612,Actual,
2016-03-22,153.97370096982456,Actual,
2016-03-23,153.8435579154569,Actual,
2016-03-24,153.9405538804496,Actual,
2016-03-25,154.5357109058865,Actual,
2016-03-28,153.71749022265305,Actual,
2016-03-29,155.8098774983385,Actual,
2016-03-30,154.8038601168388,Actual,
2016-03-31,153.58967150405107,Actual,
2016-04-01,154.74778237755115,Actual,
2016-04-04,155.53944507151408,Actual,
2016-04-05,156.16356488856624,Actual,
2016-04-06,156.79191039783052,Actual,
2016-04-07,156.77966362498358,Actual,
2016-04-08,155.88240925349777,Actual,
2016-04-11,155.95821381169148,Actual,
2016-04-12,155.28105210017938,Actual,
2016-04-13,156.25617183359714,Actual,
2016-04-14,156.10911445209499,Actual,
2016-04-15,155.2836172553025,Actual,
2016-04-18,154.96223141364948,Actual,
2016-04-19,155.3751628679251,Actual,
2016-04-20,154.81143831512114,Actual,
2016-04-21,153.9892179195547,Actual,
2016-04-22,154.2329051310466,Actual,
2016-04-25,154.47787170215534,Actual,
2016-04-26,153.9709285267842,Actual,
2016-04-27,153.49989022116588,Actual,
2016-04-28,153.7319401585235,Actual,
2016-04-29,152.2838558170262,Actual,
2016-05-02,150.87639204264966,Actual,
2016-05-03,150.15794782139722,Actual,
2016-05-04,149.94450066968537,Actual,
2016-05-05,150.25540823528337,Actual,
2016-05-06,151.7307644522329,Actual,
2016-05-09,152.58842407543494,Actual,
2016-05-10,152.42848554547152,Actual,
2016-05-11,152.40946933756882,Actual,
2016-05-12,151.406939972931,Actual,
2016-05-13,151.38842683693863,Actual,
2016-05-16,151.0997681980185,Actual,
2016-05-17,151.42248675835657,Actual,
2016-05-18,150.59525581480426,Actual,
2016-05-19,151.11460232904543,Actual,
2016-05-20,152.647341242048,Actual,
2016-05-23,152.53858109359115,Actual,
2016-05-24,152.94029281569007,Actual,
2016-05-25,153.6304368074012,Actual,
2016-05-26,153.22921633551536,Actual,
2016-05-27,153.45330881732576,Actual,
2016-05-30,153.46590121810758,Actual,
2016-05-31,153.5635773166564,Actual,
2016-06-01,152.79056753280094,Actual,
2016-06-02,152.81507770705988,Actual,
2016-06-03,153.31307599830532,Actual,
2016-06-06,154.76421960610037,Actual,
2016-06-07,155.72349043218557,Actual,
2016-06-08,157.87667288969715,Actual,
2016-06-09,157.10932532680908,Actual,
2016-06-10,157.98164596352976,Actual,
2016-06-13,158.1649879692681,Actual,
2016-06-14,160.35479090248577,Actual,
2016-06-15,159.54649261713064,Actual,
2016-06-16,158.70677077494986,Actual,
2016-06-17,158.10737812950583,Actual,
2016-06-20,155.98348240519604,Actual,
2016-06-21,155.45772738351528,Actual,
2016-06-22,154.69859472196157,Actual,
2016-06-23,154.84898850843777,Actual,
2016-06-24,155.19074448421495,Actual,
2016-06-27,157.06691532343083,Actual,
2016-06-28,158.01733916161686,Actual,
2016-06-29,157.44043550595447,Actual,
2016-06-30,156.54202083460612,Actual,
2016-07-01,157.03394000611263,Actual,
2016-07-04,155.71370679909197,Actual,
2016-07-05,157.54516556494633,Actual,
2016-07-06,158.72460568566763,Actual,
2016-07-07,158.2554300335629,Actual,
2016-07-08,156.54229550447204,Actual,
2016-07-11,157.89616787863744,Actual,
2016-07-12,157.78162803338483,Actual,
2016-07-13,159.0194443453583,Actual,
2016-07-14,157.42501668656394,Actual,
2016-07-15,156.82564166361016,Actual,
2016-07-18,156.83088536332832,Actual,
2016-07-19,156.87786595709306,Actual,
2016-07-20,156.42780048561383,Actual,
2016-07-21,157.05065041796132,Actual,
2016-07-22,155.98302998857875,Actual,
2016-07-25,155.84065050355744,Actual,
2016-07-26,155.96094613526935,Actual,
2016-07-27,156.4753849693281,Actual,
2016-07-28,157.18699984741698,Actual,
2016-07-29,156.06235775557911,Actual,
2016-08-01,154.5282435848435,Actual,
2016-08-02,155.805920406742,Actual,
2016-08-03,156.1382344187216,Actual,
2016-08-04,155.38974788216504,Actual,
2016-08-05,156.94089985768755,Actual,
2016-08-08,157.05657449198043,Actual,
2016-08-09,158.23587167604424,Actual,
2016-08-10,158.30339015745434,Actual,
2016-08-11,160.36413808233635,Actual,
2016-08-12,162.11947892477954,Actual,
2016-08-15,161.87051477630047,Actual,
2016-08-16,162.84208572725484,Actual,
2016-08-17,163.48746167683998,Actual,
2016-08-18,164.85609323437234,Actual,
2016-08-19,163.89116977379223,Actual,
2016-08-22,164.57722123379065,Actual,
2016-08-23,165.63564572064024,Actual,
2016-08-24,163.87690623421713,Actual,
2016-08-25,162.69364772155137,Actual,
2016-08-26,160.65441554379126,Actual,
2016-08-29,160.3850087093467,Actual,
2016-08-30,161.10255096514265,Actual,
2016-08-31,162.6049080172387,Actual,
2016-09-01,162.67900279765846,Actual,
2016-09-02,164.30761834322976,Actual,
2016-09-05,162.92751688501488,Actual,
2016-09-06,161.2241344456597,Actual,
2016-09-07,161.16858674676308,Actual,
2016-09-08,161.5526521957024,Actual,
2016-09-09,161.5199574476083,Actual,
2016-09-12,159.45251534756844,Actual,
2016-09-13,159.36339530805563,Actual,
2016-09-14,158.0589258075508,Actual,
2016-09-15,158.72859835638081,Actual,
2016-09-16,159.09519660247767,Actual,
2016-09-19,158.15531681615033,Actual,
2016-09-20,157.64144989881362,Actual,
2016-09-21,156.58223637692467,Actual,
2016-09-22,156.5195572796515,Actual,
2016-09-23,157.47469960015275,Actual,
2016-09-26,156.4889735538172,Actual,
2016-09-27,156.99302006933505,Actual,
2016-09-28,156.4627624509626,Actual,
2016-09-29,155.66988961870027,Actual,
2016-09-30,155.5628592587457,Actual,
2016-10-03,154.52761693632633,Actual,
2016-10-04,153.97396763097913,Actual,
2016-10-05,152.77608973839028,Actual,
2016-10-06,154.7408148713067,Actual,
2016-10-07,154.77607842327842,Actual,
2016-10-10,154.07635291528584,Actual,
2016-10-11,154.29033282602006,Actual,
2016-10-12,154.17800477632923,Actual,
2016-10-13,153.95703517679598,Actual,
2016-10-14,154.5712018768394,Actual,
2016-10-17,155.32870958688673,Actual,
2016-10-18,154.7982084392762,Actual,
2016-10-19,154.22239019863153,Actual,
2016-10-20,153.94733850147986,Actual,
2016-10-21,151.6454173367443,Actual,
2016-10-24,150.13022627454575,Actual,
2016-10-25,151.49710054199025,Actual,
2016-10-26,153.14206825549155,Actual,
2016-10-27,152.89303221593516,Actual,
2016-10-28,153.46958917899093,Actual,
2016-10-31,153.78083933353446,Actual,
2016-11-01,156.8597201419897,Actual,
2016-11-02,157.9792950534243,Actual,
2016-11-03,157.8513774619435,Actual,
2016-11-04,156.89583702134308,Actual,
2016-11-07,155.28939070108552,Actual,
2016-11-08,155.49285433695275,Actual,
2016-11-09,154.73650359166845,Actual,
2016-11-10,153.31424988207075,Actual,
2016-11-11,152.66767699782824,Actual,
2016-11-14,151.58612899421385,Actual,
2016-11-15,153.2732706292864,Actual,
2016-11-16,154.15491038623585,Actual,
2016-11-17,154.14693774491923,Actual,
2016-11-18,155.62688188380926,Actual,
2016-11-21,155.70425019145688,Actual,
2016-11-22,154.84296599012862,Actual,
2016-11-23,156.3660900673983,Actual,
2016-11-24,156.90500011108293,Actual,
2016-11-25,155.86775395675647,Actual,
2016-11-28,155.67741527867287,Actual,
2016-11-29,154.80179702528812,Actual,
2016-11-30,153.4189972943238,Actual,
2016-12-01,154.34517484185542,Actual,
2016-12-02,156.25459148232557,Actual,
2016-12-05,154.85602390850642,Actual,
2016-12-06,155.418993145197,Actual,
2016-12-07,154.76835057607516,Actual,
2016-12-08,154.28122519231044,Actual,
2016-12-09,153.6888312680716,Actual,
2016-12-12,152.82484049839178,Actual,
2016-12-13,152.8733621263366,Actual,
2016-12-14,152.04241200992556,Actual,
2016-12-15,152.3128688357054,Actual,
2016-12-16,152.26263072625628,Actual,
2016-12-19,152.02368267938985,Actual,
2016-12-20,151.11611901734827,Actual,
2016-12-21,150.53934768677993,Actual,
2016-12-22,151.29473891260568,Actual,
2016-12-23,151.79565610023005,Actual,
2016-12-26,150.8181008554315,Actual,
2016-12-27,150.91743316086072,Actual,
2016-12-28,151.66882028423254,Actual,
2016-12-29,149.99941500311115,Actual,
2016-12-30,150.5427751954911,Actual,
2017-01-02,149.88015143654525,Actual,
2017-01-03,150.4507501051384,Actual,
2017-01-04,149.6874909485959,Actual,
2017-01-05,147.88260884793135,Actual,
2017-01-06,146.25506641004822,Actual,
2017-01-09,146.30315135670958,Actual,
2017-01-10,146.56287385843106,Actual,
2017-01-11,145.65855723332666,Actual,
2017-01-12,146.29714969210403,Actual,
2017-01-13,144.63562962983508,Actual,
2017-01-16,144.56954983118774,Actual,
2017-01-17,143.3585336314253,Actual,
2017-01-18,142.70669752362315,Actual,
2017-01-19,142.75409619493956,Actual,
2017-01-20,141.8936828296556,Actual,
2017-01-23,141.50912728542576,Actual,
2017-01-24,142.5154200946402,Actual,
2017-01-25,141.93852822511707,Actual,
2017-01-26,142.77422033718221,Actual,
2017-01-27,141.6445134825246,Actual,
2017-01-30,142.17431766043987,Actual,
2017-01-31,143.61588628109777,Actual,
2017-02-01,141.14424178097048,Actual,
2017-02-02,140.3473465255,Actual,
2017-02-03,140.92441865268054,Actual,
2017-02-06,140.72137326663756,Actual,
2017-02-07,141.09251914000887,Actual,
2017-02-08,140.48853395329303,Actual,
2017-02-09,140.57512374076595,Actual,
2017-02-10,140.41944650537386,Actual,
2017-02-13,141.58722856703366,Actual,
2017-02-14,141.8416494103349,Actual,
2017-02-15,142.1792520724101,Actual,
2017-02-16,141.76737510628763,Actual,
2017-02-17,141.27976888221514,Actual,
2017-02-20,140.8472106943955,Actual,
2017-02-21,141.2416628367738,Actual,
2017-02-22,140.82067835595353,Actual,
2017-02-23,141.11045321284996,Actual,
2017-02-24,143.1858540114954,Actual,
2017-02-27,144.05697871492708,Actual,
2017-02-28,143.73095518275923,Actual,
2017-03-01,144.9321691049232,Actual,
2017-03-02,144.52409373190164,Actual,
2017-03-03,142.48596919672377,Actual,
2017-03-06,141.47788288580637,Actual,
2017-03-07,139.60709096478053,Actual,
2017-03-08,139.25557748073922,Actual,
2017-03-09,139.27399585992876,Actual,
2017-03-10,140.95043317220404,Actual,
2017-03-13,141.2773605459682,Actual,
2017-03-14,141.05826001715934,Actual,
2017-03-15,141.88766559834283,Actual,
2017-03-16,139.67653028933495,Actual,
2017-03-17,139.9121448474435,Actual,
2017-03-20,140.68301004133048,Actual,
2017-03-21,139.20442379555064,Actual,
2017-03-22,140.34817783875758,Actual,
2017-03-23,140.68667424625198,Actual,
2017-03-24,140.27138633235117,Actual,
2017-03-27,140.90416819845746,Actual,
2017-03-28,143.17486105626188,Actual,
2017-03-29,143.35672731132036,Actual,
2017-03-30,143.6049478976207,Actual,
2017-03-31,143.14558699808046,Actual,
2017-04-03,142.29574262861567,Actual,
2017-04-04,143.1260784451599,Actual,
2017-04-05,142.26999461925104,Actual,
2017-04-06,142.34156085647044,Actual,
2017-04-07,141.8639034097053,Actual,
2017-04-10,142.3428832354517,Actual,
2017-04-11,142.67654534073864,Actual,
2017-04-12,143.71408528499654,Actual,
2017-04-13,143.2040688861418,Actual,
2017-04-14,142.93419395084842,Actual,
2017-04-17,141.95543023506613,Actual,
2017-04-18,141.51113697499002,Actual,
2017-04-19,141.88843746803485,Actual,
2017-04-20,142.64542608468022,Actual,
2017-04-21,141.7232607605026,Actual,
2017-04-24,142.59286668060824,Actual,
2017-04-25,143.9485045394132,Actual,
2017-04-26,144.3619394426369,Actual,
2017-04-27,146.23873525519497,Actual,
2017-04-28,145.4649460560914,Actual,
2017-05-01,144.22029135277998,Actual,
2017-05-02,142.4415711038757,Actual,
2017-05-03,143.9376154153649,Actual,
2017-05-04,144.59198107171895,Actual,
2017-05-05,144.53639640080848,Actual,
2017-05-08,144.8163650271283,Actual,
2017-05-09,143.69087597982994,Actual,
2017-05-10,146.13662795944677,Actual,
2017-05-11,146.265849141422,Actual,
2017-05-12,146.3752439360269,Actual,
2017-05-15,147.10101055992558,Actual,
2017-05-16,147.58201979166228,Actual,
2017-05-17,147.8059038159414,Actual,
2017-05-18,147.0154293604961,Actual,
2017-05-19,147.4868977176321,Actual,
2017-05-22,149.36892221410713,Actual,
2017-05-23,150.7143422602621,Actual,
2017-05-24,152.3075288869015,Actual,
2017-05-25,151.79631321047032,Actual,
2017-05-26,150.80670839021175,Actual,
2017-05-29,150.68092147011208,Actual,
2017-05-30,150.73664638240078,Actual,
2017-05-31,151.83083790087173,Actual,
2017-06-01,150.13837327115692,Actual,
2017-06-02,151.66792359061753,Actual,
2017-06-05,151.50991569203853,Actual,
2017-06-06,151.08303462209113,Actual,
2017-06-07,150.07093024683095,Actual,
2017-06-08,148.4160735749652,Actual,
2017-06-09,149.2392441589271,Actual,
2017-06-12,149.3125621261155,Actual,
2017-06-13,148.02260122637446,Actual,
2017-06-14,146.72752245431084,Actual,
2017-06-15,146.3917377550207,Actual,
2017-06-16,148.0607592803101,Actual,
2017-06-19,147.80116792894648,Actual,
2017-06-20,146.29802497582838,Actual,
2017-06-21,146.05228191174245,Actual,
2017-06-22,145.77955834199477,Actual,
2017-06-23,143.0826716990532,Actual,
2017-06-26,143.0283768325354,Actual,
2017-06-27,142.79744230232671,Actual,
2017-06-28,143.49364866714012,Actual,
2017-06-29,145.34260476208547,Actual,
2017-06-30,146.46916979163322,Actual,
2017-07-03,146.2002811010784,Actual,
2017-07-04,145.09375519233674,Actual,
2017-07-05,147.6671149955866,Actual,
2017-07-06,147.72633342960108,Actual,
2017-07-07,147.74026272151403,Actual,
2017-07-10,147.71613763440402,Actual,
2017-07-11,147.9142223951719,Actual,
2017-07-12,147.76986198324795,Actual,
2017-07-13,147.1961999763677,Actual,
2017-07-14,146.64934103512732,Actual,
2017-07-17,146.61658776491132,Actual,
2017-07-18,146.07316299377754,Actual,
2017-07-19,145.36031721110038,Actual,
2017-07-20,145.46674743879228,Actual,
2017-07-21,145.2117702213714,Actual,
2017-07-24,146.7157632099541,Actual,
2017-07-25,144.0647934015611,Actual,
2017-07-26,145.15630025348355,Actual,
2017-07-27,146.4023854459812,Actual,
2017-07-28,144.32899521357305,Actual,
2017-07-31,143.9863076194927,Actual,
2017-08-01,143.6148667534969,Actual,
2017-08-02,142.2073550587791,Actual,
2017-08-03,141.42953837118822,Actual,
2017-08-04,140.31896252572238,Actual,
2017-08-07,142.071232969146,Actual,
2017-08-08,143.00691136229347,Actual,
2017-08-09,144.2784664572876,Actual,
2017-08-10,145.00013852133085,Actual,
2017-08-11,143.87108675011362,Actual,
2017-08-14,143.34656648383384,Actual,
2017-08-15,143.83594104506176,Actual,
2017-08-16,142.61381323616982,Actual,
2017-08-17,143.32681166634222,Actual,
2017-08-18,143.08648626818407,Actual,
2017-08-21,142.71166546063446,Actual,
2017-08-22,143.42262542883796,Actual,
2017-08-23,143.86688874032401,Actual,
2017-08-24,143.50592257450492,Actual,
2017-08-25,144.66525237786917,Actual,
2017-08-28,143.5841890502693,Actual,
2017-08-29,144.20012465721354,Actual,
2017-08-30,144.79322591518192,Actual,
2017-08-31,144.48367947586794,Actual,
2017-09-01,144.80981249811006,Actual,
2017-09-04,143.55869892172475,Actual,
2017-09-05,144.48272594093166,Actual,
